name,country
Port-de-Bouc,France
Port-La-Nouvelle,France
Ambes,France
Boulogne-Sur-Mer,France
Cannes,France
Les Sables D' Olonne,France
Granville,France
Honfleur,France
Pauillac,France
Dunkerque Port Est,France
Treguier,France
Rade De Cherbourg,France
Baie Du Marigot,France
Port Du Havre-Antifer,France
Lorient,France
Port-Vendres,France
Rade De Brest,France
Paimpol,France
Degrad Des Cannes,French Guiana
Atuona,French Polynesia
Vaitape,French Polynesia
Baie Taiohae,French Polynesia
Port Rikitea,French Polynesia
Papeete,French Polynesia
Uturoa,French Polynesia
Port Owendo,Gabon
M'bya Oil Terminal,Gabon
Etame Terminal,Gabon
Port Gentil,Gabon
Cap Lopez,Gabon
Gamba Oil Terminal,Gabon
Olowi Marine Terminal,Gabon
Oguendjo Terminal,Gabon
Libreville,Gabon
Batumi,Georgia
Supsa Marine Terminal,Georgia
Sokhumi,Georgia
Itzehoe,Germany
Wilhelmshaven,Germany
Flensburg,Germany
Oldenburg,Germany
Wolgast,Germany
Cuxhaven,Germany
Hamburg,Germany
Stralsund,Germany
Lubeck,Germany
Lubeck-Travemunde,Germany
Orth,Germany
Bremerhaven,Germany
Sassnitz,Germany
Neustadt,Germany
Wismar,Germany
Busum,Germany
Eckernforde,Germany
Brake,Germany
Heiligenhafen,Germany
Elsfleth,Germany
Kiel,Germany
Nordenham,Germany
Papenburg,Germany
Emden,Germany
Brunsbuttel Elbahafen,Germany
Bremen,Germany
Brunsbuttel Canal Terminals,Germany
Neuhaus,Germany
Kappeln,Germany
Husum,Germany
Gluckstadt,Germany
Rendsburg,Germany
Butzfleth,Germany
Rostock,Germany
Leer,Germany
Sekondi,Ghana
Takoradi,Ghana
Saltpond,Ghana
Tema,Ghana
Europa Point,Gibraltar
Kavala,Greece
Mikonos,Greece
Vrakhonisis Kallonis,Greece
Kerkira,Greece
Kali Limenes,Greece
Tsingeli,Greece
Plomarion,Greece
Piraievs,Greece
Nisos Naxos,Greece
Rethimnon,Greece
Volos,Greece
Khios,Greece
Ayios Nikolaos,Greece
Limin Kos,Greece
Pilos,Greece
Pithagorion,Greece
Soudha,Greece
Lagos,Greece
Aigio,Greece
Kalimnos,Greece
Miliana,Greece
Akra Kavonisi,Greece
Mitilini,Greece
Larimna,Greece
Ayios Nikolaos,Greece
Neon Karlovas,Greece
Stratoni,Greece
Lakki,Greece
Limin Sirou,Greece
Porthmos Evripou,Greece
Kymassi,Greece
Lavrio,Greece
Andros,Greece
Mesolongion,Greece
Samos,Greece
Milos,Greece
Patrai,Greece
Astakos,Greece
Spetses,Greece
Kalamata,Greece
Ormos Aliveriou,Greece
Megara Oil Terminal,Greece
Sitia,Greece
Iraklion,Greece
Navplio,Greece
Katakolon,Greece
Itea,Greece
Argostolion,Greece
Yithion,Greece
Gavrio,Greece
Preveza,Greece
Yerakini,Greece
Alexandroupoli,Greece
Achladi,Greece
Stilis,Greece
Thessaloniki,Greece
Rodhos,Greece
Qeqertarsuaq,Greenland
Marmorilik,Greenland
Narsarssuaq,Greenland
Maniitsoq,Greenland
Soendre Stroemfjord,Greenland
Qaqortoq,Greenland
Pituffik,Greenland
Nanortalik Havn,Greenland
Sisimiut,Greenland
Paamuit,Greenland
Kajalleq Upernavik,Greenland
Faeringehavn,Greenland
Uummannaq,Greenland
Illulissat,Greenland
Kusanartoq,Greenland
Ammassalik,Greenland
Attu,Greenland
Nuuk,Greenland
Gronnedal,Greenland
Qasigiannguit-Christianshab,Greenland
Aasiaat,Greenland
Narsaq,Greenland
Qutdleq,Greenland
St George's,Grenada
Basse Terre,Guadeloupe
Port Louis,Guadeloupe
Gustavia,Guadeloupe
Pointe A Pitre,Guadeloupe
Apra Harbor,Guam
Santo Tomas De Castilla,Guatemala
Puerto Barrios,Guatemala
Puerto Quetzal,Guatemala
Saint Sampson,Guernsey
Saint Peter Port,Guernsey
Alderney Harbour,Guernsey
Benti,Guinea
Kamsar,Guinea
Conakry,Guinea
Victoria,Guinea
Rio Cacheu,Guinea-Bissau
Bissau,Guinea-Bissau
Georgetown,Guyana
Linden,Guyana
New Amsterdam,Guyana
Port Au Prince,Haiti
Petit Goave,Haiti
Cap Haitien,Haiti
Miragoane,Haiti
Jacmel,Haiti
Tela,Honduras
Puerto Este,Honduras
Puerto Cortes,Honduras
Puerto Castilla,Honduras
La Ceiba,Honduras
Trujillo,Honduras
Puerto De Hencan,Honduras
Coxen Hole,Honduras
Hong Kong,Hong Kong
Skerjafjordur,Iceland
Eskifjordhur,Iceland
Reykjavik,Iceland
Grundartangi,Iceland
Budir,Iceland
Hornafjordur,Iceland
Husavik,Iceland
Hafnarfjordur,Iceland
Grenivik,Iceland
Saudarkrokur,Iceland
Dalvik,Iceland
Neskaupstadur,Iceland
Thingeyri,Iceland
Seydhisfjordhur,Iceland
Faskrudsfjordur,Iceland
Bolungarvik,Iceland
Isafjordur,Iceland
Bildudalur,Iceland
Vestmannaeyjar,Iceland
Grundarfjordur,Iceland
Litlisandur,Iceland
Stykkisholmur,Iceland
Thorlakshofn,Iceland
Skagastrond,Iceland
Raufarhofn,Iceland
Djupivogur,Iceland
Grindavik,Iceland
Siglufjorhurd,Iceland
Olafsfjordur,Iceland
Keflavik,Iceland
Vopnafjordur,Iceland
Patreksfjordur,Iceland
Thorshofn,Iceland
Akureyri,Iceland
Kopavogur,Iceland
Straumsvik,Iceland
Borgarnes,Iceland
Hvammstangi,Iceland
Seydisfjordur,Iceland
Sandgerdi,Iceland
Stodhvarfjordur,Iceland
Reydarfjordur,Iceland
Helguvik,Iceland
Mumbai,India
Beypore,India
Ratnagiri,India
Belekeri,India
Marmagao,India
Nagappattinam,India
Gopalpur,India
Dahej,India
Panaji,India
Kattupalli Port,India
Azhikal,India
Machilipatnam,India
Trivandrum,India
Kolachel,India
Calicut,India
Kandla,India
Okha,India
Pamban,India
Machilipatnam,India
Mundra,India
Bedi,India
Port Blair,India
Baleshwar,India
Navlakhi,India
Quilon,India
Paradip,India
Karaikal Port,India
Kakinada Bay,India
Gangavaram,India
Dhamra,India
Jafarabad,India
Jaigarh Bay,India
Port Dabhol,India
Krishnapatnam,India
Honavar,India
Tuticorin,India
Kochi,India
New Mangalore,India
Porbandar,India
Kamarajar Port,India
Vadinar Terminal,India
Cuddalore,India
Magdalla,India
Sikka,India
Vishakhapatnam,India
Chennai,India
Pipavav Bandar,India
Calcutta,India
Veraval,India
Pondicherry,India
Mandvi,India
Jawaharlal Nehru Port,India
Karwar,India
Haldia Port,India
Hazira,India
Bhavnagar,India
Lawi Lawi Oil Terminal,Indonesia
Lhokseumawe,Indonesia
Tahuna,Indonesia
Jabung Batanghari Marine Terminal,Indonesia
Waingapu,Indonesia
Poleng Oil Field,Indonesia
Lingkas,Indonesia
Tg. Sorong,Indonesia
Bengkalis,Indonesia
Belida Marine Terminal,Indonesia
Ende,Indonesia
Blanglancang,Indonesia
Bontang Lng Terminal,Indonesia
Donggala,Indonesia
Widuri Marine Terminal,Indonesia
Gresik,Indonesia
Tanjung Sangata,Indonesia
Jakarta,Indonesia
Belawan,Indonesia
Lalang Marine Terminal,Indonesia
Kota Baru,Indonesia
Sabang,Indonesia
Teluk Bayur,Indonesia
Sungaipakning,Indonesia
Surabaya,Indonesia
Cinta Oil Terminal,Indonesia
Teluk Beo,Indonesia
Pulau Sambu,Indonesia
Pangkalpinang,Indonesia
Udang Oilfield,Indonesia
Samarinda,Indonesia
Tarempah,Indonesia
Tanjung Sekong,Indonesia
Tanjungpinang,Indonesia
Ramba,Indonesia
Raha Roadstead,Indonesia
Jayapura,Indonesia
Amamapare,Indonesia
Tanjung Balai Karimun,Indonesia
Fakfak,Indonesia
Uleelheue,Indonesia
Ambon,Indonesia
Merauke,Indonesia
Kolonodale,Indonesia
Palembang,Indonesia
Celukan Bawang,Indonesia
Banjarmasin,Indonesia
Poso,Indonesia
Sungaigerong,Indonesia
Pomalaa,Indonesia
Dabo,Indonesia
Ampenan,Indonesia
Semarang,Indonesia
Saumlaki,Indonesia
Tegal,Indonesia
Pulau Baai,Indonesia
Patani,Indonesia
Benoa,Indonesia
Luwuk,Indonesia
Tanjunguban,Indonesia
Panjang,Indonesia
Toboali,Indonesia
Tanjung Arang,Indonesia
Parepare,Indonesia
Pangkalansusu,Indonesia
Manokwari Road,Indonesia
Belanak Field Terminal,Indonesia
Bula,Indonesia
Sailolof,Indonesia
Mangkasa Oil Terminal,Indonesia
Bitung,Indonesia
Salawati,Indonesia
Kasim Terminal,Indonesia
Blinyu,Indonesia
Pekalongan,Indonesia
Stagen,Indonesia
Tanah Merah,Indonesia
Serui,Indonesia
Kumai,Indonesia
Panarukan,Indonesia
Senipah Oil Terminal,Indonesia
Benoa,Indonesia
Kendari,Indonesia
Anyer Lor,Indonesia
Probolinggo,Indonesia
Tanjungpandan,Indonesia
Baubau,Indonesia
Tuban,Indonesia
Kijang,Indonesia
Tanjung Benete,Indonesia
Rembang,Indonesia
Gunung Batu Besar,Indonesia
Maumere,Indonesia
Balikpapan,Indonesia
Sibolga,Indonesia
Wahai,Indonesia
Muntok,Indonesia
Tanjung Santan,Indonesia
Sekupang,Indonesia
Kuala Tanjung,Indonesia
Labuhanhaji,Indonesia
Bengkulu,Indonesia
Ardjuna Oil Field,Indonesia
Cilacap,Indonesia
Tanjung Gerem,Indonesia
Kuala Kapus,Indonesia
Dumai,Indonesia
Labuha,Indonesia
Cirebon,Indonesia
Merak Mas Terminal,Indonesia
Banten,Indonesia
Tanjungredeb,Indonesia
Kupang,Indonesia
Manado,Indonesia
Pontianak,Indonesia
Ternate,Indonesia
Namlea,Indonesia
Sampit,Indonesia
Larantuka,Indonesia
Gorontalo,Indonesia
Ujung Pandang,Indonesia
North Pulau Laut Coal Terminal,Indonesia
Miei,Indonesia
Sirus Oil Terminal,Iran
Khorramshahr,Iran
Bandar Khomeyni,Iran
Abadan,Iran
Jazireh-Ye Sirri,Iran
Bandar Abbas,Iran
Khosrowabad,Iran
Bushehr,Iran
Chah Bahar,Iran
Barkan Oil-loading Terminal,Iran
Bandar-E Pars Terminal,Iran
Bandar Taheri Offshore Terminal,Iran
Bandar-E Shahid Reajie,Iran
Jazireh-Ye Hormoz,Iran
Jask,Iran
Jazireh-Ye Lavan Oil Terminal,Iran
Bandar-E Mahshahr,Iran
Kharg Island Oil Terminal,Iran
Khawr Al Zubair,Iraq
Al Basrah,Iraq
Khawr Al Zubair Lng Terminal,Iraq
Umm Qasr,Iraq
Khawr Al Amaya,Iraq
Al-Basra Oil Terminal,Iraq
Waterford,Ireland
Tarbert,Ireland
Rosslare,Ireland
Westport,Ireland
Limerick,Ireland
Galway,Ireland
Cork,Ireland
Killybegs,Ireland
Foynes,Ireland
Bantry,Ireland
Castletown Bearhaven,Ireland
Kilrush,Ireland
Dublin,Ireland
Greenore,Ireland
Rathmullan,Ireland
New Ross,Ireland
Valentia,Ireland
Drogheda,Ireland
Cobh,Ireland
Fenit,Ireland
Sligo,Ireland
Douglas,Isle of Man
Ramsey,Isle of Man
Haifa,Israel
Hadera,Israel
Ashqelon,Israel
Ashdod,Israel
Elat,Israel
Pozzuoli,Italy
Cala Pozzolana,Italy
Porto Ercole,Italy
Giardini Naxos,Italy
Catania,Italy
Forio,Italy
Torre Del Greco,Italy
Porto Torres,Italy
Porto Empedocle,Italy
Gela,Italy
Termini Imerese,Italy
Gioia Tauro,Italy
Brindisi,Italy
San Vito Lo Capo,Italy
Porto Cervo,Italy
Gallipoli,Italy
Pantelleria,Italy
Ciro Marina,Italy
Ponza,Italy
Monopoli,Italy
Riposta,Italy
Vibo Valentia Marina,Italy
Cala Volpe,Italy
Genova,Italy
Liscia Di Vacca,Italy
Sant'Antioco,Italy
Golfo Aranci,Italy
Castellammare Del Golfo,Italy
La Spezia,Italy
Bagnoli,Italy
Mola Di Bari,Italy
Alghero,Italy
Milazzo,Italy
Pescara,Italy
Otranto,Italy
Favignana,Italy
Carloforte,Italy
Livorno,Italy
Casamicciola,Italy
Savona,Italy
Cesenatico,Italy
Baia,Italy
Sciacca,Italy
Porto Santo Stefano,Italy
Porto Di Malamocco,Italy
Viareggio,Italy
Monfalcone,Italy
Giglio Porto,Italy
Lipari,Italy
Santa Panagia,Italy
Lampedusa,Italy
San Remo,Italy
Chiavari - Lavagna,Italy
Pozzallo,Italy
Fiumicino,Italy
Nogaro,Italy
Fano,Italy
Procida,Italy
Pesaro,Italy
Cagliari,Italy
Trieste,Italy
Porto Garibaldi,Italy
Formia,Italy
Senigallia,Italy
Castellammare Di Stabia,Italy
Giulianova,Italy
Licata,Italy
Vasto,Italy
Portoferraio,Italy
Trapani,Italy
Rada Di Vado,Italy
Marettimo,Italy
Porto Vesme,Italy
Reggio Di Calabria,Italy
Terracina,Italy
San Benedetto Del Tronto,Italy
Porto Ponte Romano,Italy
Gaeta,Italy
Torre Annunziata,Italy
Siracusa,Italy
Vada,Italy
Miseno,Italy
Muggia,Italy
Marina Di Carrara,Italy
Taranto,Italy
Arbatax,Italy
Messina,Italy
Molfetta,Italy
Anzio - Nettuno,Italy
Napoli,Italy
Manfredonia,Italy
Porto Di Lido-Venezia,Italy
Civitavecchia,Italy
Ancona,Italy
Bari,Italy
Porto Di Barletta,Italy
Crotone,Italy
Maddalena,Italy
Imperia,Italy
Marsala,Italy
Mazara Del Vallo,Italy
Olbia,Italy
Porto Di Oristano,Italy
Ortona,Italy
Sarroch Oil Terminal,Italy
Melilli Oil Terminal,Italy
San Felice Circeo,Italy
Salerno,Italy
Corigliano Calabro,Italy
Scalo Vecchio,Italy
Trani,Italy
Rimini,Italy
Ischia,Italy
Porto Di Chioggia,Italy
Grado,Italy
Villa San Giovanni,Italy
Civitanova Marche,Italy
Levanzo,Italy
Porto Di Palermo,Italy
Porto Di Corsini,Italy
Bisceglie,Italy
Augusta,Italy
Portovecchio Di Piombino,Italy
Montego Bay,Jamaica
Lucea,Jamaica
Port Esquivel,Jamaica
Savannah La Mar,Jamaica
Port Kaiser,Jamaica
Rio Bueno,Jamaica
Port Antonio,Jamaica
Falmouth,Jamaica
Kingston,Jamaica
Ocho Rios,Jamaica
Rocky Point,Jamaica
Yahata,Japan
Otaru Ko,Japan
Tanabe Ko,Japan
Ishigaki,Japan
Hanasaki Ko,Japan
Kisarazu Ko,Japan
Himekawa,Japan
Naoetsu Ko,Japan
Saiki Ko,Japan
Tachibana,Japan
Fushiki-Toyama,Japan
Mori,Japan
Kamaishi Ko,Japan
Aomori Ko,Japan
Imari,Japan
Hososhima Ko,Japan
Nanao Ko,Japan
Sakaiminato,Japan
Aokata,Japan
Komatsushima,Japan
Matsu-Shima,Japan
Sakata Ko,Japan
Miyako,Japan
Susaki Ko,Japan
Ofunato,Japan
Tsukumi Ko,Japan
Izuhara,Japan
Mombetsu Ko,Japan
Kesennuma Ko,Japan
Himeji,Japan
Hakodate Ko,Japan
Kashiwazaki,Japan
Amagasaki,Japan
Choshi,Japan
Abashiri Ko,Japan
Kanazawa,Japan
Fukui Ko,Japan
Isikari Wan,Japan
Miyazu,Japan
Yura,Japan
Esasi Ko,Japan
Nemuro Ko,Japan
Noshiro Ko,Japan
Ishinomaki Ko,Japan
Ishikari Bay New Port,Japan
Sakai Ko,Japan
Akita-Funakawa Ko,Japan
Hamada Ko,Japan
Kobe,Japan
Niigata Ko,Japan
Omaezaki Ko,Japan
Aioi,Japan
Eastern Part Of Niigata-Ko,Japan
Hibi Ko,Japan
Habu Ko,Japan
Maizuru Ko,Japan
Muturezima Ko,Japan
Niihama,Japan
Hitachi,Japan
Kanda,Japan
Beppu,Japan
Iwakuni Ko,Japan
Kagoshima Ko,Japan
Kushiro Ko,Japan
Misumi Ko,Japan
Nagasaki,Japan
Uwajima Ko,Japan
Onagawa,Japan
Hagi Ko,Japan
Muroran Ko,Japan
Wakkanai,Japan
Hirohata,Japan
Yokohama Ko,Japan
Tobata,Japan
Katsunan Ko,Japan
Funabashi,Japan
Mikawa,Japan
O0kihama,Japan
Mizushima Ko,Japan
Hiroshima,Japan
Kudamatsu,Japan
Hikari,Japan
Fukui,Japan
Mega,Japan
Hannan Ko,Japan
Kochi Ko,Japan
Marugame Ko,Japan
Hakata,Japan
Naha Ko,Japan
Yatsushiro Ko,Japan
Shimoda Ko,Japan
Soma,Japan
Tonda,Japan
Mishima-Kawanoe Ko,Japan
Kin Wan,Japan
Nakagusuku,Japan
Wakayama-Shimotsu Ko,Japan
Shimminato,Japan
Yawatahama,Japan
Matsuyama,Japan
Kure,Japan
Moji Ko,Japan
Onahama Ko,Japan
Chiba Ko,Japan
Kawasaki Ko,Japan
Atsumi,Japan
Kinuura Ko,Japan
Gamagori Ko,Japan
Matsusaka,Japan
Tokachi,Japan
Tokyo Ko,Japan
Kashima Ko,Japan
Saganoseki Ko,Japan
Kakogawa,Japan
Sasebo,Japan
Sakaide Ko,Japan
Toba,Japan
Sakai-Senboku,Japan
Takamatsu,Japan
Tokuyama,Japan
Mitsukojima,Japan
Yokkaichi,Japan
Shibushi Wan,Japan
Uraga Ko,Japan
Yokosuka Ko,Japan
Tsuruga Ko,Japan
Tateyama Ko,Japan
Shimonoseki,Japan
Shimizu Ko,Japan
Uno Ko,Japan
Yanai,Japan
Wakamatsu Ko,Japan
Higashi-Harima,Japan
Nagoya Ko,Japan
Shikama,Japan
Fukuyama,Japan
Ube Ko,Japan
Onomichi-Itozaki,Japan
Kanokawa Ko,Japan
Onoda,Japan
Oita Ko,Japan
Minamata Ko,Japan
Miike Ko,Japan
Karatsu,Japan
Hirara Ko,Japan
Kokura Ko,Japan
Takuma,Japan
Sendai-Shiogama,Japan
Tagonoura Ko,Japan
Tomakomai Ko,Japan
Uchiura,Japan
Hibikinada,Japan
Ryotu Ko,Japan
Kiire,Japan
Osaka,Japan
Rumoi Ko,Japan
Nishihara,Japan
Kikuma Ko,Japan
Hachinohe Ko,Japan
Namikata,Japan
Owase Ko,Japan
Imabari Ko,Japan
Shingu,Japan
Saint Helier Harbour,Jersey
Johnston Atoll,Johnson Atoll
Al Aqabah,Jordan
Kilifi,Kenya
Lamu,Kenya
Mombasa,Kenya
Malindi,Kenya
English Harbor,Kiribati
Tarawa Atoll,Kiribati
Canton Island,Kiribati
Mina Al Ahmadi,Kuwait
Mina Ash Shuaybah,Kuwait
Doha Harbor,Kuwait
Mina Az Zawr,Kuwait
Mina Abd Allah,Kuwait
Al Kuwayt,Kuwait
Riga,Latvia
Ventspils,Latvia
Liepaja,Latvia
Salacgriva,Latvia
Lielupe,Latvia
Tarabulus,Lebanon
Bayrut,Lebanon
Sayda,Lebanon
Selaata,Lebanon
Sidon/zahrani Terminal,Lebanon
Buchanan,Liberia
Monrovia,Liberia
Cape Palmas,Liberia
Greenville,Liberia
Misratah,Libya
Abu Khammash,Libya
Ras   Lanuf,Libya
Ez Zueitina,Libya
Banghazi,Libya
Al Burayqah,Libya
Marsa Sabratah,Libya
Az Zawiya,Libya
Khoms,Libya
Mersa Tobruq,Libya
As Sidr,Libya
Bouri Oil Field,Libya
Mina Tarabulus,Libya
Darnah,Libya
Butinge Oil Terminal,Lithuania
Klaipeda,Lithuania
Macau,Macau
Morondava,Madagascar
Manakara,Madagascar
Antsiranana,Madagascar
Mahajanga,Madagascar
Andoany,Madagascar
Maroantsetra,Madagascar
Maintirano,Madagascar
Mananjary,Madagascar
Toamasina,Madagascar
Tolanaro,Madagascar
Toliara,Madagascar
Antsohim Bondrona,Madagascar
Iharana,Madagascar
Kudat,Malaysia
Pelabuhan Bass,Malaysia
Melaka,Malaysia
Lumut,Malaysia
Miri,Malaysia
Bakapit,Malaysia
Mostyn,Malaysia
Muar,Malaysia
Sapangar Bay,Malaysia
Port Klang,Malaysia
Pulau Pinang,Malaysia
Lutong,Malaysia
Kuching,Malaysia
Pelabuhan Sandakan,Malaysia
Port Langkawi,Malaysia
Lahad Datu,Malaysia
Sibu,Malaysia
Tanjung Pelepas,Malaysia
Tawa,Malaysia
Tg. Mani,Malaysia
Kuala Trengganu,Malaysia
Kota Kinabalu,Malaysia
Bintangor,Malaysia
Tapis Marine Terminal A,Malaysia
Victoria,Malaysia
Kemaman Harbor,Malaysia
Sarikei,Malaysia
Kirteh Oil Terminal,Malaysia
Malong Marine Terminal,Malaysia
Port Dickson,Malaysia
Johor,Malaysia
Kuantan New Port,Malaysia
Bintulu Port,Malaysia
Teluk Anson,Malaysia
Pelabuhan Sungai Udang,Malaysia
Male,Maldives
Valletta Harbors,Malta
Marsaxlokk,Malta
Kwajalein,Marshall Islands
Majuro Atoll,Marshall Islands
Enitwetak Island,Marshall Islands
Fort De France,Martinique
Nouakchott,Mauritania
Nouadhibou,Mauritania
Port Louis,Mauritius
Port Mathurin,Mauritius
Ciudad Del Carmen,Mexico
Progreso,Mexico
Cayo Arcas Terminal,Mexico
Frontera,Mexico
Pichilingue,Mexico
Altamira,Mexico
Tampico,Mexico
Punta Venado,Mexico
Salina Cruz,Mexico
Puerto Progreso,Mexico
Veracruz,Mexico
Minatitlan,Mexico
Puerto Morelos,Mexico
Tuxpan,Mexico
Topolobampo,Mexico
Rosarito,Mexico
Puerto Costa Maya,Mexico
Mazatlan,Mexico
Puerto Madero,Mexico
Nanchital,Mexico
Acapulco,Mexico
Campeche,Mexico
San Juan De La Costa,Mexico
Ensenada,Mexico
Lazaro Cardenas,Mexico
Puerto Morro Redondo,Mexico
La Paz,Mexico
Guaymas,Mexico
Santa Rosalia,Mexico
Manzanillo,Mexico
Coatzacoalcos,Mexico
Isla San Marcos,Mexico
San Miguel De Cozumel,Mexico
Puerto Vallarta,Mexico
Dos Bocas Terminal,Mexico
Midway Island,Midway Islands
Monaco,Monaco
Risan,Montenegro
Tivat,Montenegro
Kotor,Montenegro
Bar,Montenegro
El Jadida,Morocco
Casablanca,Morocco
Agadir,Morocco
Safi,Morocco
Tangier-Mediterranean,Morocco
Kenitra,Morocco
Essaouira,Morocco
Mohammedia,Morocco
Port Nador,Morocco
El Jorf Lasfar,Morocco
Tanger,Morocco
Port D Al Hoceima,Morocco
Pemba,Mozambique
Chinde,Mozambique
Quelimane,Mozambique
Nacala,Mozambique
Ibo,Mozambique
Porto Belo,Mozambique
Mocambique,Mozambique
Inhambane,Mozambique
Maputo,Mozambique
Pebane,Mozambique
Beira,Mozambique
Walvis Bay,Namibia
Luderitz Bay,Namibia
Nauru,Nauru
Hansweert,Netherlands
Dordrecht,Netherlands
Amsterdam,Netherlands
Ijmuiden,Netherlands
Den Helder,Netherlands
Vlissingen,Netherlands
Delfzijl,Netherlands
Schiedam,Netherlands
Vlaardingen,Netherlands
Maassluis,Netherlands
Harlingen,Netherlands
Hoek Van Holland,Netherlands
Europoort,Netherlands
Zaandam,Netherlands
Terneuzen,Netherlands
Rotterdam,Netherlands
Eemshaven,Netherlands
Scheveningen,Netherlands
Noumea,New Caledonia
Baie De Kouaoua,New Caledonia
Baie Ugue,New Caledonia
Opua,New Zealand
Greymouth,New Zealand
Nelson,New Zealand
Whangarei,New Zealand
Timaru,New Zealand
Manukau Harbor,New Zealand
Bluff Harbor,New Zealand
New Plymouth,New Zealand
Otago Harbor,New Zealand
Port Lyttelton,New Zealand
Tauranga,New Zealand
Tarakohe,New Zealand
Westport,New Zealand
Napier,New Zealand
Akaroa,New Zealand
Wanganui,New Zealand
Collingwood,New Zealand
Wellington,New Zealand
Picton,New Zealand
Gisborne,New Zealand
Auckland,New Zealand
Whangaroa,New Zealand
Puerto Sandino,Nicaragua
Corinto,Nicaragua
Bluefields,Nicaragua
El Bluff,Nicaragua
Puerto Cabezas,Nicaragua
Okwori Terminal,Nigeria
Okrika,Nigeria
Yoho Terminal,Nigeria
Bonny Offshore Terminal,Nigeria
Calabar,Nigeria
Tin Can Island,Nigeria
Ukpokiti Marine Terminal,Nigeria
Pennington Oil Terminal,Nigeria
Brass Oil Terminal,Nigeria
Warri,Nigeria
Sea Eagle Terminal,Nigeria
Antan Oil Terminal,Nigeria
Qua Iboe Oil Terminal,Nigeria
Lagos,Nigeria
Escravos Oil Terminal,Nigeria
Sapele,Nigeria
Koko,Nigeria
Forcados,Nigeria
Burutu,Nigeria
Egina Oil Terminal,Nigeria
Onne,Nigeria
Odudu Terminal,Nigeria
Okono Terminal,Nigeria
Akpo Oil Terminal,Nigeria
Forcados Oil Terminal,Nigeria
Bonny,Nigeria
Agbami Oil Terminal,Nigeria
Port Harcourt,Nigeria
Alofi,Niue
Kingston,Norfolk Island
Najin,North Korea
Nampo,North Korea
Wonsan,North Korea
Senbong,North Korea
Hungnam,North Korea
Kimch'aek,North Korea
Haeju Hang,North Korea
Ch'ongjin,North Korea
Ch'aho,North Korea
Kyomip'o,North Korea
Saipan,Northern Mariana Islands
Tinian,Northern Mariana Islands
Rota,Northern Mariana Islands
Sandnessjoen,Norway
Drag,Norway
Hemnesberget,Norway
Espevaer,Norway
Karsto,Norway
Mongstad,Norway
Ardalstangen,Norway
Fauske,Norway
Alesund,Norway
Kristiansund,Norway
Moldtustranda,Norway
